"Freq [GHz]","AbsorbanceTM []"
30,0.00012137400477652
30.01,0.000121685894825196
30.02,0.000121984886248927
30.03,0.000122271312753996
30.04,0.000122545503854488
30.05,0.000122807784908474
30.06,0.000123058477139448
30.07,0.000123297897635988
30.08,0.000123526359414483
30.09,0.000123744171449225
30.1,0.000123951638669295
30.11,0.000124149061999868
30.12,0.000124336738389186
30.13,0.000124514960853417
30.14,0.000124684018462995
30.15,0.00012484419642389
30.16,0.000124995776029979
30.17,0.000125139034777844
30.18,0.000125274246332241
30.19,0.000125401680551196
30.2,0.000125521603576262
30.21,0.000125634277770348
30.22,0.000125739961816085
30.23,0.000125838910697174
30.24,0.000125931375745347
30.25,0.000126017604690221
30.26,0.000126097841617323
30.27,0.000126172327063134
30.28,0.000126241298018526
30.29,0.000126304987930204
30.3,0.000126363626758885
30.31,0.000126417441002391
30.32,0.000126466653696644
30.33,0.00012651148447429
30.34,0.000126552149563919
30.35,0.000126588861830812
30.36,0.000126621830796592
30.37,0.00012665126266298
30.38,0.000126677360362093
30.39,0.000126700323530904
30.4,0.000126720348601506
30.41,0.000126737628759144
30.42,0.000126752354016157
30.43,0.00012676471123374
30.44,0.000126774884104175
30.45,0.000126783053251867
30.46,0.000126789396169169
30.47,0.000126794087314086
30.48,0.000126797298095838
30.49,0.000126799196922156
30.5,0.000126799949202505
30.51,0.00012679971738927
30.52,0.000126798661000405
30.53,0.000126796936627427
30.54,0.000126794697990484
30.55,0.000126792095929029
30.56,0.000126789278465766
30.57,0.00012678639078556
30.58,0.000126783575296052
30.59,0.000126780971617557
30.6,0.000126778716671105
30.61,0.00012677694460661
30.62,0.000126775786921218
30.63,0.000126775372432331
30.64,0.00012677582727727
30.65,0.000126777275030188
30.66,0.000126779836606805
30.67,0.000126783630385874
30.68,0.000126788772178421
30.69,0.000126795375279043
30.7,0.000126803550460797
30.71,0.000126813406019721
30.72,0.000126825047805257
30.73,0.000126838579224575
30.74,0.000126854101256679
30.75,0.000126871712528565
30.76,0.000126891509246496
30.77,0.000126913585326349
30.78,0.000126938032338542
30.79,0.000126964939544005
30.8,0.00012699439394892
30.81,0.000127026480297499
30.82,0.000127061281100405
30.83,0.000127098876661735
30.84,0.00012713934510078
30.85,0.000127182762379996
30.86,0.000127229202287138
30.87,0.000127278736544167
30.88,0.000127331434722988
30.89,0.000127387364335596
30.9,0.000127446590862723
30.91,0.000127509177719198
30.92,0.000127575186321893
30.93,0.000127644676086724
30.94,0.000127717704481944
30.95,0.00012779432701604
30.96,0.000127874597267486
30.97,0.000127958566905728
30.98,0.000128046285725714
30.99,0.00012813780166121
31,0.000128233160782476
31.01,0.000128332407354992
31.02,0.000128435583856668
31.03,0.000128542730938541
31.04,0.000128653887540797
31.05,0.000128769090827485
31.06,0.000128888376267122
31.07,0.000129011777600829
31.08,0.000129139326920824
31.09,0.000129271054650104
31.1,0.000129406989544778
31.11,0.000129547158779997
31.12,0.000129691587910319
31.13,0.000129840300906681
31.14,0.000129993320181265
31.15,0.000130150666605711
31.16,0.000130312359535645
31.17,0.000130478416810464
31.18,0.000130648854798965
31.19,0.000130823688381798
31.2,0.000131002931023638
31.21,0.000131186594736321
31.22,0.00013137469012614
31.23,0.000131567226426266
31.24,0.000131764211476537
31.25,0.000131965651789634
31.26,0.000132171552508442
31.27,0.000132381917479107
31.28,0.000132596749255476
31.29,0.00013281604909765
31.3,0.000133039817009517
31.31,0.000133268051739743
31.32,0.000133500750832294
31.33,0.000133737910593124
31.34,0.000133979526160233
31.35,0.000134225591492454
31.36,0.000134476099378888
31.37,0.000134731041482206
31.38,0.000134990408327207
31.39,0.000135254189357892
31.4,0.000135522372894936
31.41,0.000135794946234169
31.42,0.000136071895571521
31.43,0.000136353206083406
31.44,0.000136638861932714
31.45,0.000136928846265594
31.46,0.000137223141230547
31.47,0.000137521728028056
31.48,0.000137824586895929
31.49,0.000138131697115629
31.5,0.000138443037045688
31.51,0.000138758584163123
31.52,0.000139078315023689
31.53,0.00013940220530595
31.54,0.000139730229858137
31.55,0.000140062362648075
31.56,0.000140398576832346
31.57,0.000140738844743526
31.58,0.000141083137915277
31.59,0.000141431427110428
31.6,0.000141783682291341
31.61,0.000142139872703617
31.62,0.000142499966816811
31.63,0.000142863932396597
31.64,0.000143231736492
31.65,0.000143603345457821
31.66,0.000143978724951643
31.67,0.000144357839994669
31.68,0.0001447406549272
31.69,0.000145127133452938
31.7,0.000145517238659409
31.71,0.000145910933012749
31.72,0.000146308178403887
31.73,0.000146708936104689
31.74,0.000147113166833801
31.75,0.000147520830768744
31.76,0.000147931887505504
31.77,0.000148346296154789
31.78,0.000148764015263758
31.79,0.000149185002915719
31.8,0.0001496092166825
31.81,0.000150036613660198
31.82,0.000150467150464184
31.83,0.000150900783294383
31.84,0.000151337467887869
31.85,0.000151777159536626
31.86,0.000152219813156496
31.87,0.000152665383218342
31.88,0.000153113823840534
31.89,0.000153565088743535
31.9,0.00015401913127655
31.91,0.000154475904449058
31.92,0.00015493536091471
31.93,0.000155397453008077
31.94,0.000155862132729334
31.95,0.000156329351778561
31.96,0.000156799061557744
31.97,0.000157271213195975
31.98,0.000157745757533356
31.99,0.00015822264513643
32,0.000158701826357355
32.01,0.000159183251277062
32.02,0.00015966686974711
32.03,0.00016015263140412
32.04,0.000160640485691643
32.05,0.000161130381843289
32.06,0.000161622268887052
32.07,0.000162116095706821
32.08,0.000162611810994751
32.09,0.000163109363303549
32.1,0.000163608701029938
32.11,0.000164109772419541
32.12,0.000164612525631713
32.13,0.000165116908659835
32.14,0.000165622869421789
32.15,0.000166130355750305
32.16,0.000166639315341111
32.17,0.000167149695843749
32.18,0.000167661444850808
32.19,0.000168174509863062
32.2,0.000168688838359632
32.21,0.000169204377748255
32.22,0.000169721075434448
32.23,0.000170238878768436
32.24,0.000170757735112326
32.25,0.000171277591817121
32.26,0.000171798396202516
32.27,0.000172320095656486
32.28,0.000172842637535364
32.29,0.000173365969253325
32.3,0.000173890038243751
32.31,0.000174414791976107
32.32,0.000174940178012006
32.33,0.000175466143928826
32.34,0.000175992637375333
32.35,0.00017651960611742
32.36,0.000177046997946739
32.37,0.000177574760797383
32.38,0.000178102842656735
32.39,0.000178631191639411
32.4,0.0001791597559887
32.41,0.000179688484045926
32.42,0.000180217324278753
32.43,0.000180746225288186
32.44,0.000181275135842429
32.45,0.000181804004821817
32.46,0.000182332781299754
32.47,0.000182861414475211
32.48,0.000183389853727234
32.49,0.000183918048639264
32.5,0.000184445948919199
32.51,0.000184973504520514
32.52,0.000185500665549565
32.53,0.00018602738233664
32.54,0.000186553605411088
32.55,0.000187079285507763
32.56,0.000187604373601102
32.57,0.000188128820857503
32.58,0.000188652578709481
32.59,0.000189175598794611
32.6,0.000189697833015812
32.61,0.000190219233513922
32.62,0.000190739752663038
32.63,0.000191259343138572
32.64,0.00019177795784775
32.65,0.000192295549965249
32.66,0.000192812072947857
32.67,0.000193327480547012
32.68,0.000193841726755628
32.69,0.000194354765907123
32.7,0.000194866552600259
32.71,0.000195377041717459
32.72,0.0001958861884791
32.73,0.000196393948394769
32.74,0.000196900277271927
32.75,0.000197405131272199
32.76,0.000197908466844865
32.77,0.000198410240774938
32.78,0.000198910410178166
32.79,0.000199408932499034
32.8,0.000199905765543185
32.81,0.000200400867421013
32.82,0.000200894196616175
32.83,0.000201385711941837
32.84,0.000201875372576987
32.85,0.000202363138066652
32.86,0.000202848968292257
32.87,0.000203332823521363
32.88,0.000203814664377466
32.89,0.000204294451850107
32.9,0.000204772147316068
32.91,0.000205247712519507
32.92,0.000205721109594714
32.93,0.000206192301049124
32.94,0.000206661249788742
32.95,0.000207127919103045
32.96,0.000207592272667534
32.97,0.000208054274559166
32.98,0.000208513889257689
32.99,0.00020897108163398
33,0.000209425816982245
33.01,0.000209878060971058
33.02,0.000210327779723074
33.03,0.000210774939705116
33.04,0.000211219507874838
33.05,0.000211661451544054
33.06,0.000212100738478771
33.07,0.000212537336837682
33.08,0.000212971215230229
33.09,0.000213402342667424
33.1,0.000213830688603589
33.11,0.000214256222909048
33.12,0.000214678915892996
33.13,0.000215098738273078
33.14,0.000215515661236676
33.15,0.00021592965638384
33.16,0.000216340695747386
33.17,0.000216748751820983
33.18,0.000217153797507197
33.19,0.000217555806168002
33.2,0.000217954751619898
33.21,0.000218350608087392
33.22,0.000218743350269168
33.23,0.000219132953295231
33.24,0.00021951939276732
33.25,0.00021990264469296
33.26,0.000220282685562845
33.27,0.000220659492309094
33.28,0.00022103304230936
33.29,0.000221403313391821
33.3,0.000221770283847511
33.31,0.000222133932405111
33.32,0.000222494238262927
33.33,0.000222851181067574
33.34,0.000223204740920191
33.35,0.000223554898364564
33.36,0.00022390163442243
33.37,0.000224244930566719
33.38,0.000224584768700686
33.39,0.000224921131226852
33.4,0.000225254000962294
33.41,0.000225583361223691
33.42,0.000225909195735174
33.43,0.00022623148872325
33.44,0.000226550224851407
33.45,0.000226865389239328
33.46,0.000227176967457332
33.47,0.000227484945547363
33.48,0.000227789310007331
33.49,0.000228090047780349
33.5,0.000228387146270825
33.51,0.000228680593346242
33.52,0.000228970377297188
33.53,0.000229256486921514
33.54,0.000229538911426297
33.55,0.000229817640499785
33.56,0.000230092664267212
33.57,0.00023036397331011
33.58,0.000230631558658878
33.59,0.000230895411812426
33.6,0.000231155524701432
33.61,0.000231411889707989
33.62,0.0002316644996746
33.63,0.000231913347870982
33.64,0.000232158428033258
33.65,0.000232399734332089
33.66,0.000232637261381452
33.67,0.000232871004266055
33.68,0.00023310095846274
33.69,0.000233327119939841
33.7,0.000233549485068152
33.71,0.000233768050681094
33.72,0.000233982814036193
33.73,0.000234193772833513
33.74,0.000234400925217426
33.75,0.000234604269736094
33.76,0.000234803805402861
33.77,0.000234999531650071
33.78,0.000235191448321515
33.79,0.000235379555721615
33.8,0.000235563854544263
33.81,0.000235744345934541
33.82,0.000235921031457864
33.83,0.000236093913087099
33.84,0.000236262993227876
33.85,0.000236428274688394
33.86,0.000236589760700734
33.87,0.000236747454915753
33.88,0.000236901361386432
33.89,0.000237051484593964
33.9,0.000237197829403568
33.91,0.000237340401088471
33.92,0.000237479205352553
33.93,0.000237614248271178
33.94,0.000237745536335154
33.95,0.00023787307643941
33.96,0.000237996875853463
33.97,0.000238116942246513
33.98,0.000238233283705092
